Hundename,Score,URL,EpiProgeny
"FTCh Morayglen Megan of Millbuies",0.3125,"url","Cliff vom Zwillbrocker Venn, Meadowlark Black Kite, Searover Sweet Flip Flop, Tealshead Bracken, Thorsvi Harris"
"Raughlin Roland of Kelvinhead",0.3125,"url","Clinton vom Hembeck, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Mandylike's Porsche"
"Kelvinhead Candour",0.3125,"url","Clinton vom Hembeck, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Mandylike's Porsche"
"Borre's A Dina",0.3125,"url","Clinton vom Hembeck, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Mandylike's Porsche"
"Searover Cary",0.3125,"url","COSMIC COVER'S WIN CALL TO FIND OUT, Limmerhultarna's Solstorm"
"Am CH Moorwood Jewel",0.3125,"url","Crooked Field Action, Eternal Friend's Bright Eyes, Fulmarus Dumpy Boy, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch"
"Am CH Marshland Blitz",0.3125,"url","Crooked Field Action, Eternal Friend's Bright Eyes, Fulmarus Dumpy Boy, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch"
"Dickendall's Rose Royce",0.3125,"url","Crooked Field Action, Eternal Friend's Bright Eyes, Fulmarus Dumpy Boy, Junker vom H�lser Bruch, Jytte Jenna vom H�lser Bruch"
"NL CH Fogel Hlara Forever Young",0.3125,"url","Crooked Field Action, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love, Jumping Jack's Flash Absolute Power"
"NLCH Fogel Hlara Yesterday",0.3125,"url","Crooked Field Action, Eternal Friend's Bright Eyes, Faithful Bright Eyes Autumn Love, Jumping Jack's Flash Absolute Power"
"Am/Can CH Wiscoys Noah",0.3125,"url","Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, Kebrekato Millenium Star"
"Filia aus dem Burghaus",0.3125,"url","Daisy vom Bosselbacherhof, Dolly vom Bosselbacherhof, Doro�s Bennet Fellow for Life"
"AmCH Cambremer Tudor Minstrel CD JH",0.3125,"url","Dark Water's Endless Star, Fiin Hemuli, Judges Choice Cross my Heart"
"AmCH Beechcrofts Trillium",0.3125,"url","Dark Water's Endless Star, Fiin Hemuli, Judges Choice Cross my Heart"
"AmCH Beechcrofts Edgewood Tomarc",0.3125,"url","Dark Water's Endless Star, Funny Oskar von Gugi's Kate, Holli von Gugi's Kate, Illko Wind in the Willows, Mira von Gugi's Kate"
"CH RUS Tweedledum Against Allodds",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Laboriginals Oi Va Voi"
"Playtime at Rocheby",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Philipstown Rocheby Sea Farer",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Philipstown Dunoran Top Secret",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Pamilo Yellow Bunting at Rocheby",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Ravone Lorna Doone",0.3125,"url","Donna of Anny's Labs, Dumbledore of Anny's Labs, Ludanies Be Brave, Olina von der Hollen-Hardt, Pictorial Betty"
"Donalbain Shadow",0.3125,"url","Eternal Friend's Bright Eyes, Gent Fynn from the Old Mansion House"
"FTW Seanbaile Nelson",0.3125,"url","Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, SE J(J)CH Hillus Drake, Quickrunners Alan, Quickrunners August"
"Seanbaile Dawn",0.3125,"url","Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, SE J(J)CH Hillus Drake, Quickrunners Alan, Quickrunners August"
"Malwell Kestrel",0.3125,"url","Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, Namusillan Tammikehr��j�, Zetastar Zesty Boy"
"UK FTCh Stratfieldsaye Dipper",0.3125,"url","Floyd vom Hirschth�rl, Flynn vom Hirschth�rl, Sea-Croft Nimble, Searover Cosys Karo, Willowyck Unite"
"FTAW Wharmton Angus",0.3125,"url","Flying Flap Ears Duncan, Hillraisins Black Bertha, Lochmuir Casey, Quickrunners Alan, Quickrunners August"
"FTCh Riversway Ace",0.3125,"url","Flying Flap Ears Ice Age, Glengad Dobby"
"Mardas Moonglow",0.3125,"url","Fulmarus Dumpy Boy, Pictorial Betty, Pictorial Cenny, Rosanan White Gold, Vigo von der Pfalz"
"Zeiban's Donna",0.3125,"url","Fulmarus Dumpy Boy, Usvalinnun Cessi"
"Balnova Muffin Man",0.3125,"url","Funny Oskar von Gugi's Kate, Holli von Gugi's Kate, Kleo vom Fallenbergs-Hof"
"Rocheby Summer Rose",0.3125,"url","Funny Oskar von Gugi's Kate, Holli von Gugi's Kate, Kleo vom Fallenbergs-Hof"
"Penny Of Moreton",0.3125,"url","G�salyckans Gary Cooper, G�salyckans Handsome Boy, Waterfowler Ace"
"Styleside Thorn",0.3125,"url","G�salyckans Gary Cooper, G�salyckans Handsome Boy, Waterfowler Ace"
"My Bliss of Styleside",0.3125,"url","G�salyckans Gary Cooper, G�salyckans Handsome Boy, Waterfowler Ace"
"Wasp of Abbotsleigh",0.3125,"url","G�salyckans Gary Cooper, G�salyckans Handsome Boy, Waterfowler Ace"
"Deriolet Venus of Abbotsleigh",0.3125,"url","G�salyckans Gary Cooper, G�salyckans Handsome Boy, Waterfowler Ace"
"Bonpedu's Cute Chocolate Anouck",0.3125,"url","Gent Fynn from the Old Mansion House, Hanno vom Fallenbergs-Hof, Hedda vom Fallenbergs-Hof, Higgins vom Fallenbergs-Hof"
"Brindlebay Ebony",0.3125,"url","Gr�fin von Westerholts Kastalia, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO"
"Saxthorpe Holiday",0.3125,"url","Gr�fin von Westerholts Kastalia, Niinivuoren Pakkas Otto, NIINIVUOREN PAKKAS VAHINKO, Niinivuoren Pakkasenn�tys, NIINIVUOREN PAKKASUKKO"
"GBSHCH Charway Blackthorn of Follytower",0.3125,"url","Grages Annalouisa, Oliver von Obderhalden"
"VDH-Ch. Ando von Pitscherberg",0.3125,"url","Gulliver of Woodpecker's Lane, Iljoscha von der Perle der S�dpfalz"
"BISS Am CH Hyspire Darktown Strutter",0.3125,"url","Hardscrabble Augusta, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi"
"BISS Am CH Windfall's Black Piper WCX JH",0.3125,"url","Hardscrabble Augusta, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi"
"Am CH Windfall's Win Storm JH WCX",0.3125,"url","Hardscrabble Augusta, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi, Meta vom Barkendiek"
"Balrion Ring Round The World",0.3125,"url","Judges Choice Cross my Heart, Yes we can Flic in France"
"Am CH Janrod's Tammy Whynot",0.3125,"url","KhylarCreek Entering Mach II, Omenalaakson Charles For My Love"
"FTCh Drakeshead Abba",0.3125,"url","Kosta Kl�vers Bran, Never change Gasper, Raven vom Tor zur Egge"
"Poolstead Purse-Strings",0.3125,"url","Lauterrinn's Dale Sir Falk Freddy, Lauterrinn's Dale Sir Wesley, Ludanies Be Brave, Olina von der Hollen-Hardt"
"Drakeshead Nutmeg of Treckers",0.3125,"url","Mandylike's Twinkle, NIINIVUOREN KULTA-KUTRI, Saku (FIN46719/07), Vauhti-Noudon Vauhtineito"
"Dykraw Tara",0.3125,"url","Merjatuulian Wekkuli, Muistokas Rollo, Niinivuoren Aamu-Uninen"
"Twigg's MG",0.3125,"url","Middle River's Forest Harmony, Saku (FIN46719/07)"
"SE UCH FI UCH  Kamrats Buse SE LCH SE JCH",0.3125,"url","Muistokas Rollo, Sky Yard's Istvan Imre, Usvalinnun Asterix"
"Ethusan White Whisky",0.3125,"url","Muistokas Rollo, NIINIVUOREN KULTA-KUTRI, Vauhti-Noudon Vauhtineito"
"FTCh (DK) Medos Skimmer",0.3125,"url","Nanni-Nadalina von der Bleiburg, Wijmas Lilla My, Wijmas Mymlan"
"Micki-Tan vom Tennikerweidli",0.3125,"url","Nanni-Nadalina von der Bleiburg, Wijmas Lilla My, Wijmas Mymlan"
"ShCh Martin of Mardas",0.3125,"url","Pictorial Betty, Pictorial Cenny, Rosanan White Gold, Shadowvale's Tough Lady Hope, Vigo von der Pfalz"
"FTW Berryhill Bonnie of Stockiemuir",0.3125,"url","Polarfischer Greg, Quickrunners Alan, Quickrunners August"
"Twigg's Opus-Number-One",0.3125,"url","Saku (FIN46719/07), Willowridge G�sta-Berling"
"Twigg's Masterpiece",0.3125,"url","Saku (FIN46719/07), Willowridge G�sta-Berling"
"Brookmoor Black Brando",0.3125,"url","Sea-Croft Nimble, Vauhti-Noudon Vauhtineito"
"DK FTCh Newgrange Dance Of Muninn",0.3125,"url","Sea-Croft Nimble, Searover Cosys Karo, Searover Kellys Guns N'roses"
"Muninn Little Wonder",0.3125,"url","Sea-Croft Nimble, Searover Cosys Karo, Searover Kellys Guns N'roses"
"Gallowmill Brig",0.3125,"url","Searover Ruffling Thea, Streamlight's Pearl Sandy, Viltv�rdarns Unika Enya, Willowyck Unite"
"FTCh Swinbrook Bumble",0.3125,"url","Searover Ruffling Thea, Streamlight's Pearl Sandy, Viltv�rdarns Unika Enya, Willowyck Unite"
"Tisketh Applejack",0.3125,"url","Snowy Roxy vom Windbrunnen, Vigo von der Pfalz"
"Horcutt Play a Song",0.3125,"url","Snowy Roxy vom Windbrunnen, Vigo von der Pfalz"
"NO JCh SE JCh Streamlight's Brave Opal",0.3125,"url","Thorsvi Harris, Thorsvi Rock Creek, Willowridge Five Star"
"Tweedshot Misteque",0.3125,"url","Thorsvi Harris, Thorsvi Rock Creek, Willowridge Five Star"
"Follytower Sound of Music at Lawnwood",0.3125,"url","Usvalinnun Asterix, Willowridge G�sta-Berling"
"Lawnwood's Black Bess",0.3125,"url","Usvalinnun Asterix, Willowridge G�sta-Berling"
"UK ShCh Stajantors Honest John JW",0.25,"url","Aaron from Elderberry Grove, Fulmarus Dumpy Boy, Usvalinnun Asterix"
"Dt. Vet. CH Cadonau's Intermezzo",0.25,"url","Aika vom Steindammer-Forst"
"Gesa of Horny",0.25,"url","Aika vom Steindammer-Forst"
"Easy Luruper Brun Gammel Dansk",0.25,"url","Aika vom Steindammer-Forst"
"Buttacre Iqu Insight",0.25,"url","Aika vom Steindammer-Forst"
"Dainty Diva vom Gibbachhof",0.25,"url","Aika vom Steindammer-Forst"
"Int. Ch./Multi CH. Lab Treasure's Enzo",0.25,"url","Aika vom Steindammer-Forst"
"Sandylands April Fool",0.25,"url","Alerich of Trickster Hero, Zlotha-Baba von der Pfalz"
"Rossbank Sari of Kincrosse",0.25,"url","Alerich of Trickster Hero, Zlotha-Baba von der Pfalz"
"Whynbrae Shane",0.25,"url","Alerich of Trickster Hero, Zlotha-Baba von der Pfalz"
"Summer Sunburst of Nightsun",0.25,"url","Alerich of Trickster Hero, Zlotha-Baba von der Pfalz"
"Int. Ch. Lejie Goody Too Shoes",0.25,"url","Alerich of Trickster Hero, Cassiopeia vom Hof F?rst"
"Nortonwood Alicia",0.25,"url","Alerich of Trickster Hero, Vigo von der Pfalz, Zlotha-Baba von der Pfalz"
"GB ShCh Novacroft Charles",0.25,"url","Alerich of Trickster Hero, Vigo von der Pfalz, Zlotha-Baba von der Pfalz"
"Novacroft Marina",0.25,"url","Alerich of Trickster Hero, Vigo von der Pfalz, Zlotha-Baba von der Pfalz"
"Ch. Oksedal Queen Anne/�ksedal Queen Anne",0.25,"url","Alflasker Barni"
"UK Ch Keysun Teko of Blondella",0.25,"url","Alflasker Barni, Fulmarus Dumpy Boy, Gismo vom G?nsried, Sky Yard's Istvan Imre"
"SE JCH Hackih�ls  Dipper",0.25,"url","Alsn�sets Hagla's Midnattssol"
"LPI SE JCH Capandus Still Got The Blues",0.25,"url","Alsn�sets Hagla's Midnattssol"
"Minnows Do Tell",0.25,"url","Alsn�sets Hagla's Midnattssol"
"Nidaros Murphy",0.25,"url","Alsn�sets Hagla's Midnattssol"
"SE TCH Brown Hunt's Jacquard",0.25,"url","Alsn�sets Hagla's Midnattssol"
"Kl?venh?js Pigale",0.25,"url","Alsn�sets Hagla's Midnattssol"
"FTCh Talsbrook Rhum of Boltonabbey",0.25,"url","Alsn�sets Hagla's Midnattssol, Pibiz Game Keeper"
"Haremire Clio",0.25,"url","Alsn�sets Hagla's Midnattssol, Pibiz Game Keeper"
"FTCH Soorploom Jed of Leadburn",0.25,"url","Alsn�sets Hagla's Midnattssol, Pibiz Game Keeper"
"SE VCH Askrikes Quail",0.25,"url","Alsn�sets Hagla's Midnattssol, Pibiz Game Keeper"
"Fern of Pebbadon",0.25,"url","Amamus Pica-Pica"
"FTCh Sandringham Slipper",0.25,"url","Amamus Pica-Pica, Bj�ragardens Timmy-Willie, Sirmakan Jitterbug"
"Alltid Sun Flower",0.25,"url","Amamus Pica-Pica, Merjatuulian Wekkuli, Sirmakan Jitterbug"
"FTW Dipper of Drakeshead",0.25,"url","Amamus Pica-Pica, Bj�ragardens Timmy-Willie, Hunting High And Low B'mali"
"UDEX CDEX Manymills Flute",0.25,"url","Amamus Pica-Pica, Muistokas Rollo, Sirmakan Jitterbug, Usvalinnun Asterix"
"Manymills Edwin of Creasser",0.25,"url","Amamus Pica-Pica, Muistokas Rollo, Sirmakan Jitterbug, Usvalinnun Asterix"
"W.T.CH. Manymills Tanne T.D.Ex. W.D.Ex. U.D.Ex. C.D.Ex.",0.25,"url","Amamus Pica-Pica, Muistokas Rollo, Sirmakan Jitterbug, Usvalinnun Asterix"
"X-Mas Hero vom Keien Fenn",0.25,"url","Ambra vom freien Blick, Aslan vom freien Blick"
"Oxana Z Veverova",0.25,"url","Ambra vom freien Blick, Aslan vom freien Blick"
"CH Chablais Show Me The Way Web",0.25,"url","Angel of Hope Arik"
"Llanstinan Shockolatte Linjor",0.25,"url","Angel of Hope Arik"
"Birchbrook Monty Bodkin",0.25,"url","Angel of Hope Arik"
"SE CH O'Sofinas Toblerone",0.25,"url","Angel of Hope Arik"
"Can. Ch. Chablais Shakespeare Simone",0.25,"url","Angel of Hope Arik, Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"Rosanan Whisky Sour",0.25,"url","Angel of Hope Arik, Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"Fin UCH Mallorn's Opium",0.25,"url","Angel of Hope Arik, Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"GB ShCh Ludalor Lunar Eclipse over Amberstope JW",0.25,"url","Anthony Kenneth from Grannies Garden"
"Perfect Lady Luck of Hanging Rock",0.25,"url","Anthony Kenneth from Grannies Garden"
"INT CH IT CH HR CH Dolphingham DeTolomei",0.25,"url","Anthony Kenneth from Grannies Garden"
"Vive Chanel! of Hanging Rock",0.25,"url","Anthony Kenneth from Grannies Garden"
"Conneywarren Deana",0.25,"url","Anthony Kenneth from Grannies Garden, Deep Impact As Nike"
"Jule of Hunters Heide",0.25,"url","Anthony Kenneth from Grannies Garden, Deep Impact As Nike"
"Dreamer Dusty",0.25,"url","Anthony Kenneth from Grannies Garden, Deep Impact As Nike"
"AmCH Paradocs Tabatha Stonehenge",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"Big Sky's Sable",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"CanCh Chablais Delorme Gipsy",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"BISS Am/CanCH Chablais John Kaffe",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"Can.Ch. Chablais Miss Zia",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"BISS INT/AmCH Tabatha's Rollick At Carowby  WC JH CD CGC",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"CanCH Chablais Mioumiou",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"BISS Ch. Simerdown's Dr Pepper",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"Buckholt Katie at Naiken JW",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"WVW'13 UA,MOL CH Mallorn's Capuccino",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"APRILMIST JADE",0.25,"url","Aprilmist Feat Wandoris, APRILMIST FLATLINER"
"NORD UCH Tjotte's Brown Bubble No Trouble",0.25,"url","Armani Damon vom Asbrookdamm"
"SE U(U)CH Thurbajen's New Years Eve",0.25,"url","Armani Damon vom Asbrookdamm"
"Naiken Adisi",0.25,"url","Armani Damon vom Asbrookdamm, Clausi von der Aacher Haag, Illko Wind in the Willows"
"Brandham Keepsake at Elorac",0.25,"url","Armani Damon vom Asbrookdamm, Fiin Hemuli, Illko Wind in the Willows"
"Banner's Wenwood Obleo Arrow WCX",0.25,"url","Armani Damon vom Asbrookdamm, Catch me if you can Happy Carlo, Double Rainbow vom Stuckenbuscher Wald, Fancyful Tramp Charly Brown"
"CanCh Ambleside's Banner Of Triple L",0.25,"url","Armani Damon vom Asbrookdamm, Catch me if you can Happy Carlo, Double Rainbow vom Stuckenbuscher Wald, Fancyful Tramp Charly Brown"
"Diant Double Dee",0.25,"url","Armani Damon vom Asbrookdamm, As Game As Ermara, Clinton vom Hembeck"
"FTCh Levenghyl Peacock",0.25,"url","Batmoors' Apollo Lurgan"
"INT FTCh Astraglen Amelia",0.25,"url","Batmoors' Apollo Lurgan"
"Cadover Della",0.25,"url","Batmoors' Apollo Lurgan, Dual's Hope Nicam, Gr�fin von Westerholts Kastalia"
"Rivertrees Whisky",0.25,"url","Bj�ragardens Timmy-Willie"
"Melrossa Briano From Lawnwood",0.25,"url","Black Bet's Gillie"
"Betmiskan Annina",0.25,"url","Black Bet's Gillie"
"Mallards Sand Eel",0.25,"url","Black Bet's Gillie, Brookhill's Crabman, Usvalinnun Cessi"
"Cindys Christine",0.25,"url","Black Bet's Gillie, Brookhill's Crabman"
"Kupros Kassidy",0.25,"url","Black Bet's Gillie, Brookhill's Crabman, Usvalinnun Cessi"
"Nunneyswood Horatio",0.25,"url","Black Hamlet L for Lake Shasta"
"Nunneyswood Cuddley Cob",0.25,"url","Black Hamlet L for Lake Shasta"
"CH SW Mallorn's Mums Mums",0.25,"url","Black Hamlet L for Lake Shasta, Just Bertha von der Tarpenbek"
"Nor. Sw. Ch. Mambrinos Harvey",0.25,"url","Black Hamlet L for Lake Shasta, Catch me if you can Happy Carlo, Just Bertha von der Tarpenbek"
"Rocheby Yorkshireman",0.25,"url","Black Hamlet L for Lake Shasta, Just Bertha von der Tarpenbek, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi"
"Rickways Braemar Black Ice",0.25,"url","Black Hamlet L for Lake Shasta, Just Bertha von der Tarpenbek, KhylarCreek Entering Mach II, Laboriginals Oi Va Voi"
"Warringah's Muffin",0.25,"url","Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz"
"Philjay's Meadow Sweet",0.25,"url","Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz"
"Elterwater Sagacity",0.25,"url","Blacky vom Alst�tter-Moor, Bundy vom Hof Ibn Safinaz, Sky Yard's Istvan Imre, Ulanda aus dem Burghaus"
"NOR CH Mementos Excelsior",0.25,"url","Brookhill's Crabman"
"NO ShCH Narjanas Chiannah",0.25,"url","Brookhill's Crabman"
"NO UCH Surprising's Mathias",0.25,"url","Brookhill's Crabman, Clinton vom Hembeck, King von der Bleiburg"
"Roseacre Shell",0.25,"url","Brookhill's Crabman, Gulliver of Woodpecker's Lane, Hof Sommerberg Carlos, Lauterrinn's Dale Sir Falk Freddy"
"GB Ch Carpenny Chevalier",0.25,"url","Brookhill's Crabman, King von der Bleiburg, Oliver von Obderhalden"
"BelgFTCh Kelland Black Hussar",0.25,"url","Brufinn Keep Retrieving Doc, Streamlight's Grappas Dexter"
"Fr?ulein Hazel vom Nollbachtal",0.25,"url","Brufinn Keep Retrieving Doc, Streamlight's Grappas Dexter"
"FTCh Brockweir Plum",0.25,"url","Brufinn Keep Retrieving Doc, Caper Cailie's Ohio, COSMIC COVER'S WIN CALL TO FIND OUT"
"SE UCh �lvgardens Royal Claret Ft.W.",0.25,"url","Cannonpowder Penelope"
"ChFin Upwards Alfonso",0.25,"url","Cannonpowder Penelope, Donna of Anny's Labs, Dumbledore of Anny's Labs"
"FIN Ch, NORD WCH Kevin Keegan Av Sverresborg",0.25,"url","Cannonpowder Penelope, Merjatuulian Wekkuli, Niinivuoren Aamu-Uninen"
"Palabras Upwards",0.25,"url","Cannonpowder Penelope, Fiin Hemuli, Iljoscha von der Perle der S�dpfalz, King von der Bleiburg"
"FTW Glenpatrick Gusto",0.25,"url","Caper Cailie's Ohio, Deep Impact As Nike, Sven (SE21895/2015)"
"Butlersarms Flash",0.25,"url","Caper Cailie's Ohio, Cosmic Cover's Mill's Jaywalker, Meadowlark Black Kite"
"Pranceabout Pippa",0.25,"url","Caper Cailie's Ohio, Cosmic Cover's Mill's Jaywalker, Meadowlark Black Kite"
"Nicco vom Schnelter Bruch",0.25,"url","Carson vom Stecknitztal"
"Clara vom Gockel",0.25,"url","Carson vom Stecknitztal"
"Daphne aus der H�hnerbreite",0.25,"url","Carson vom Stecknitztal"
"Ch CZ, Ch SK Follies Polly Thepistol",0.25,"url","Cassiopeia vom Hof F?rst"
"Int./Nl./Belg./VDH-CH. ES '98  Veyatie Proper Charlie",0.25,"url","Cassiopeia vom Hof F?rst"
"Sunshine of Lucifers Delight",0.25,"url","Cassiopeia vom Hof F?rst"
"Blondella Balanced Shades",0.25,"url","Cassiopeia vom Hof F?rst, G�salyckans Gary Cooper, G�salyckans Handsome Boy, Omenalaakson Charles For My Love"
"Int./DK./Dt./VDH-Ch. Mallorn's Toffee",0.25,"url","Catch me if you can Happy Carlo"
"Grages Annalisa",0.25,"url","Catch me if you can Happy Carlo"
"Kaldi of Horny",0.25,"url","Catch me if you can Happy Carlo"
"Ayla aus der Vogelsiedlung",0.25,"url","Catch me if you can Happy Carlo"
"AmCH Caven's Coca-Mo Brute",0.25,"url","Catch me if you can Happy Carlo"
"AmCH Lindall A'Bit Of The Action",0.25,"url","Catch me if you can Happy Carlo, Grages Annalouisa, Yes we can Flic in France"
"UK Ch Charway Ballylinnet",0.25,"url","Charway Rainstorm"
"FTW Eyebrook Willow",0.25,"url","Charway Rainstorm, Clinton vom Hembeck, Mandylike's Porsche, Sirmakan Jitterbug"
"Hazel of Raybank",0.25,"url","Chilihunters Game Glen, Quickrunners Alan, Quickrunners August, Willowridge G�sta-Berling"
"FTCh Meadowbrae Widgeon",0.25,"url","Chilihunters Game Glen, SE J(J)CH Hillus Drake, Ravenfly Arielle, Willowridge G�sta-Berling"
"Ir.FTCh Hifield Kite",0.25,"url","Chilihunters Game Glen, SE J(J)CH Hillus Drake, Ravenfly Arielle, Willowridge G�sta-Berling"
"Tasco Clay of Collyers",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble"
"Newlains Contessa",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble"
"FTW Middlebere Briar of Gospelash",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble"
"Sweet Georgia (Ben of Mallowdale x Sandbrook Meg)",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble, Meadowlark Black Kite"
"Dusky Dipper of Downfarm",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble, Clinton vom Hembeck, Zetastar Zesty Boy"
"SE JCH SE BCH Mandylike's Beamy-Cheerful",0.25,"url","Chilihunters Over Bridge, Chilihunters Over Trouble, Mandylike's Porsche, Zetastar Zesty Boy"
"Hurleyhall Trey Of Willowyck",0.25,"url","Chilihunters Pro Hazy"
"Hawbridge Swift",0.25,"url","Chilihunters Pro Hazy"
"FTW Tibea Cid",0.25,"url","Chilihunters Pro Hazy, Reedsweeper's Desna"
"Lady Sophia of Martin",0.25,"url","Chilihunters Pro Hazy, Reedsweeper's Desna"
"Poolstead Pearl Barley",0.25,"url","Clausi von der Aacher Haag, Rosanan White Gold, Shadowvale's Tough Lady Hope, Sky Yard's Istvan Imre"
"Am Can CH Tabatha's Knight CD JH CGC",0.25,"url","Clausi von der Aacher Haag, DE (VDH)CH Elsa von der Aacher Haag, Enno von der Aacher Haag, KhylarCreek Entering Mach II"
